2020-09-19 02:26:44.459722,5827.78,1.2,1520.11,21895.91,2699.55,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.505533,5827.78,1.2,1520.11,21896.03,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.506155,5827.78,1.2,1520.11,21896.03,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.506567,5827.78,1.2,1520.11,21896.03,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.507055,5827.79,1.2,1520.11,21896.03,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.507526,5827.79,1.2,1520.11,21896.03,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.508050,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.508506,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.509025,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.509507,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.509997,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.510412,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.510818,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.511258,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.511665,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.512070,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.512494,5827.79,1.2,1520.11,21896.04,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.512900,5827.79,1.2,1520.11,21896.05,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.513306,5827.79,1.2,1520.11,21896.05,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.513710,5827.79,1.2,1520.11,21896.05,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.514114,5827.79,1.2,1520.11,21896.05,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.514520,5827.79,1.2,1520.11,21896.05,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.514965,5827.8,1.2,1520.12,21896.05,2699.61,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.515411,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.515837,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.516269,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.516695,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.517130,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.517736,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.518268,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.518790,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.519412,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.519955,5827.8,1.2,1520.12,21896.05,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.520625,5827.8,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.521328,5827.8,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.521985,5827.8,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.522622,5827.8,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.523317,5827.81,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.524322,5827.81,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.525600,5827.81,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.526252,5827.81,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.526903,5827.82,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.527574,5827.82,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.528225,5827.82,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.528819,5827.82,1.2,1520.12,21896.06,2699.62,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.529257,5827.82,1.2,1520.12,21896.06,2699.63,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.529684,5827.82,1.2,1520.12,21896.06,2699.63,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.530124,5827.82,1.2,1520.12,21896.06,2699.63,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.530550,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.45,0.0,0.0,0.0
2020-09-19 02:26:44.531010,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.531440,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.531863,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.532289,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.532717,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.533141,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.533564,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.533986,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.534412,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.534839,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.535298,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.535727,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.536153,5827.82,1.2,1520.12,21896.07,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.536579,5827.82,1.2,1520.12,21896.08,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.537004,5827.82,1.2,1520.12,21896.08,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.537427,5827.82,1.2,1520.12,21896.08,2699.63,0.0,237.46,0.0,0.0,0.0
2020-09-19 02:26:44.537853,5827.82,1.2,1520.12,21896.08,2699.63,0.0,237.46,0.0,0.0,0.0
